eval_type,target_snr_db,f1_score,precision,recall
robustness_snr,20,0.9626687847498014,0.9523897568641952,0.9731721141129794
robustness_snr,0,0.9505313646195805,0.9463483146067416,0.9547515586623843
robustness_snr,-20,0.7778923337506444,0.6374004344677769,0.997827319100699
